name,m_f,approx_percentage,num_in_us,rank,source_census,source_web
PATRICE,f,0.026,"39,470",510,1990,http://names.mongabay.com/female_names_alpha.htm
PATRICIA,f,1.073,"1,628,911",2,1990,http://names.mongabay.com/female_names_alpha.htm
PATRICK,f,0.003,"4,554",2047,1990,http://names.mongabay.com/female_names_alpha.htm
PATRINA,f,0.002,"3,036",2245,1990,http://names.mongabay.com/female_names_alpha.htm
PATSY,f,0.076,"115,375",262,1990,http://names.mongabay.com/female_names_alpha.htm
PATTI,f,0.029,"44,025",465,1990,http://names.mongabay.com/female_names_alpha.htm
PATTIE,f,0.007,"10,627",1139,1990,http://names.mongabay.com/female_names_alpha.htm
PATTY,f,0.043,"65,278",373,1990,http://names.mongabay.com/female_names_alpha.htm
PAUL,f,0.003,"4,554",1794,1990,http://names.mongabay.com/female_names_alpha.htm
PAULA,f,0.217,"329,426",95,1990,http://names.mongabay.com/female_names_alpha.htm
PAULENE,f,0.001,"1,518",3204,1990,http://names.mongabay.com/female_names_alpha.htm
PAULETTA,f,0.002,"3,036",2533,1990,http://names.mongabay.com/female_names_alpha.htm
PAULETTE,f,0.036,"54,651",419,1990,http://names.mongabay.com/female_names_alpha.htm
PAULINA,f,0.006,"9,109",1215,1990,http://names.mongabay.com/female_names_alpha.htm
PAULINE,f,0.165,"250,485",133,1990,http://names.mongabay.com/female_names_alpha.htm
PAULITA,f,0.001,"1,518",3859,1990,http://names.mongabay.com/female_names_alpha.htm
PAZ,f,0.001,"1,518",3301,1990,http://names.mongabay.com/female_names_alpha.htm
PEARL,f,0.094,"142,701",224,1990,http://names.mongabay.com/female_names_alpha.htm
PEARLE,f,0.002,"3,036",2244,1990,http://names.mongabay.com/female_names_alpha.htm
PEARLENE,f,0.002,"3,036",2578,1990,http://names.mongabay.com/female_names_alpha.htm
PEARLIE,f,0.013,"19,735",782,1990,http://names.mongabay.com/female_names_alpha.htm
PEARLINE,f,0.006,"9,109",1261,1990,http://names.mongabay.com/female_names_alpha.htm
PEARLY,f,0.001,"1,518",3472,1990,http://names.mongabay.com/female_names_alpha.htm
PEG,f,0.001,"1,518",3778,1990,http://names.mongabay.com/female_names_alpha.htm
PEGGIE,f,0.004,"6,072",1594,1990,http://names.mongabay.com/female_names_alpha.htm
PEGGY,f,0.208,"315,763",101,1990,http://names.mongabay.com/female_names_alpha.htm
PEI,f,0.001,"1,518",4208,1990,http://names.mongabay.com/female_names_alpha.htm
PENELOPE,f,0.013,"19,735",771,1990,http://names.mongabay.com/female_names_alpha.htm
PENNEY,f,0.002,"3,036",2743,1990,http://names.mongabay.com/female_names_alpha.htm
PENNI,f,0.002,"3,036",2933,1990,http://names.mongabay.com/female_names_alpha.htm
PENNIE,f,0.004,"6,072",1656,1990,http://names.mongabay.com/female_names_alpha.htm
PENNY,f,0.071,"107,784",271,1990,http://names.mongabay.com/female_names_alpha.htm
PERLA,f,0.005,"7,590",1319,1990,http://names.mongabay.com/female_names_alpha.htm
PERRY,f,0.002,"3,036",2709,1990,http://names.mongabay.com/female_names_alpha.htm
PETER,f,0.001,"1,518",4031,1990,http://names.mongabay.com/female_names_alpha.htm
PETRA,f,0.019,"28,844",621,1990,http://names.mongabay.com/female_names_alpha.htm
PETRINA,f,0.002,"3,036",2637,1990,http://names.mongabay.com/female_names_alpha.htm
PETRONILA,f,0.001,"1,518",3693,1990,http://names.mongabay.com/female_names_alpha.htm
PHEBE,f,0.001,"1,518",3858,1990,http://names.mongabay.com/female_names_alpha.htm
PHILLIS,f,0.006,"9,109",1183,1990,http://names.mongabay.com/female_names_alpha.htm
PHILOMENA,f,0.005,"7,590",1288,1990,http://names.mongabay.com/female_names_alpha.htm
PHOEBE,f,0.009,"13,663",949,1990,http://names.mongabay.com/female_names_alpha.htm
PHUNG,f,0.001,"1,518",3692,1990,http://names.mongabay.com/female_names_alpha.htm
PHUONG,f,0.004,"6,072",1520,1990,http://names.mongabay.com/female_names_alpha.htm
PHYLICIA,f,0.001,"1,518",3105,1990,http://names.mongabay.com/female_names_alpha.htm
PHYLIS,f,0.004,"6,072",1519,1990,http://names.mongabay.com/female_names_alpha.htm
PHYLISS,f,0.004,"6,072",1567,1990,http://names.mongabay.com/female_names_alpha.htm
PHYLLIS,f,0.219,"332,462",93,1990,http://names.mongabay.com/female_names_alpha.htm
PIA,f,0.002,"3,036",2192,1990,http://names.mongabay.com/female_names_alpha.htm
PIEDAD,f,0.002,"3,036",2979,1990,http://names.mongabay.com/female_names_alpha.htm
PILAR,f,0.006,"9,109",1210,1990,http://names.mongabay.com/female_names_alpha.htm
PING,f,0.001,"1,518",3777,1990,http://names.mongabay.com/female_names_alpha.htm
PINKIE,f,0.003,"4,554",2005,1990,http://names.mongabay.com/female_names_alpha.htm
PIPER,f,0.002,"3,036",2292,1990,http://names.mongabay.com/female_names_alpha.htm
POK,f,0.001,"1,518",3936,1990,http://names.mongabay.com/female_names_alpha.htm
POLLY,f,0.022,"33,398",582,1990,http://names.mongabay.com/female_names_alpha.htm
PORSCHE,f,0.001,"1,518",3776,1990,http://names.mongabay.com/female_names_alpha.htm
PORSHA,f,0.002,"3,036",2577,1990,http://names.mongabay.com/female_names_alpha.htm
PORTIA,f,0.007,"10,627",1151,1990,http://names.mongabay.com/female_names_alpha.htm
PRECIOUS,f,0.005,"7,590",1413,1990,http://names.mongabay.com/female_names_alpha.htm
PRICILLA,f,0.006,"9,109",1244,1990,http://names.mongabay.com/female_names_alpha.htm
PRINCESS,f,0.005,"7,590",1349,1990,http://names.mongabay.com/female_names_alpha.htm
PRISCILA,f,0.001,"1,518",3541,1990,http://names.mongabay.com/female_names_alpha.htm
PRISCILLA,f,0.071,"107,784",273,1990,http://names.mongabay.com/female_names_alpha.htm
PROVIDENCIA,f,0.001,"1,518",3203,1990,http://names.mongabay.com/female_names_alpha.htm
PRUDENCE,f,0.004,"6,072",1655,1990,http://names.mongabay.com/female_names_alpha.htm
PURA,f,0.001,"1,518",3419,1990,http://names.mongabay.com/female_names_alpha.htm
QIANA,f,0.002,"3,036",2559,1990,http://names.mongabay.com/female_names_alpha.htm
QUEEN,f,0.009,"13,663",923,1990,http://names.mongabay.com/female_names_alpha.htm
QUEENIE,f,0.002,"3,036",2136,1990,http://names.mongabay.com/female_names_alpha.htm
QUIANA,f,0.002,"3,036",2356,1990,http://names.mongabay.com/female_names_alpha.htm
QUINN,f,0.001,"1,518",3691,1990,http://names.mongabay.com/female_names_alpha.htm
QUYEN,f,0.001,"1,518",3471,1990,http://names.mongabay.com/female_names_alpha.htm
RACHAEL,f,0.038,"57,687",406,1990,http://names.mongabay.com/female_names_alpha.htm
RACHAL,f,0.001,"1,518",3615,1990,http://names.mongabay.com/female_names_alpha.htm
RACHEAL,f,0.007,"10,627",1119,1990,http://names.mongabay.com/female_names_alpha.htm
RACHEL,f,0.242,"367,378",79,1990,http://names.mongabay.com/female_names_alpha.htm
RACHELE,f,0.002,"3,036",2443,1990,http://names.mongabay.com/female_names_alpha.htm
RACHELL,f,0.002,"3,036",2291,1990,http://names.mongabay.com/female_names_alpha.htm
RACHELLE,f,0.019,"28,844",616,1990,http://names.mongabay.com/female_names_alpha.htm
RACQUEL,f,0.003,"4,554",1932,1990,http://names.mongabay.com/female_names_alpha.htm
RAE,f,0.014,"21,253",751,1990,http://names.mongabay.com/female_names_alpha.htm
RAEANN,f,0.002,"3,036",2675,1990,http://names.mongabay.com/female_names_alpha.htm
RAELENE,f,0.001,"1,518",3690,1990,http://names.mongabay.com/female_names_alpha.htm
RAFAELA,f,0.006,"9,109",1163,1990,http://names.mongabay.com/female_names_alpha.htm
RAGUEL,f,0.001,"1,518",3104,1990,http://names.mongabay.com/female_names_alpha.htm
RAINA,f,0.002,"3,036",2308,1990,http://names.mongabay.com/female_names_alpha.htm
RAISA,f,0.001,"1,518",3243,1990,http://names.mongabay.com/female_names_alpha.htm
RAMONA,f,0.062,"94,122",296,1990,http://names.mongabay.com/female_names_alpha.htm
RAMONITA,f,0.002,"3,036",2275,1990,http://names.mongabay.com/female_names_alpha.htm
RANA,f,0.002,"3,036",2173,1990,http://names.mongabay.com/female_names_alpha.htm
RANAE,f,0.002,"3,036",2818,1990,http://names.mongabay.com/female_names_alpha.htm
RANDA,f,0.003,"4,554",2004,1990,http://names.mongabay.com/female_names_alpha.htm
RANDEE,f,0.002,"3,036",2817,1990,http://names.mongabay.com/female_names_alpha.htm
RANDI,f,0.015,"22,771",713,1990,http://names.mongabay.com/female_names_alpha.htm
RANDY,f,0.003,"4,554",1695,1990,http://names.mongabay.com/female_names_alpha.htm
RANEE,f,0.001,"1,518",3470,1990,http://names.mongabay.com/female_names_alpha.htm
RAQUEL,f,0.031,"47,061",446,1990,http://names.mongabay.com/female_names_alpha.htm
RASHEEDA,f,0.002,"3,036",3015,1990,http://names.mongabay.com/female_names_alpha.htm
RASHIDA,f,0.003,"4,554",1908,1990,http://names.mongabay.com/female_names_alpha.htm
RAVEN,f,0.005,"7,590",1358,1990,http://names.mongabay.com/female_names_alpha.htm
RAY,f,0.005,"7,590",1348,1990,http://names.mongabay.com/female_names_alpha.htm
RAYE,f,0.002,"3,036",2605,1990,http://names.mongabay.com/female_names_alpha.htm
RAYLENE,f,0.002,"3,036",2932,1990,http://names.mongabay.com/female_names_alpha.htm
RAYMOND,f,0.001,"1,518",3063,1990,http://names.mongabay.com/female_names_alpha.htm
RAYMONDE,f,0.001,"1,518",4207,1990,http://names.mongabay.com/female_names_alpha.htm
RAYNA,f,0.002,"3,036",2274,1990,http://names.mongabay.com/female_names_alpha.htm
REA,f,0.001,"1,518",3614,1990,http://names.mongabay.com/female_names_alpha.htm
REAGAN,f,0.001,"1,518",3202,1990,http://names.mongabay.com/female_names_alpha.htm
REANNA,f,0.001,"1,518",3689,1990,http://names.mongabay.com/female_names_alpha.htm
REATHA,f,0.002,"3,036",2604,1990,http://names.mongabay.com/female_names_alpha.htm
REBA,f,0.024,"36,434",531,1990,http://names.mongabay.com/female_names_alpha.htm
REBBECA,f,0.002,"3,036",2532,1990,http://names.mongabay.com/female_names_alpha.htm
REBBECCA,f,0.002,"3,036",2478,1990,http://names.mongabay.com/female_names_alpha.htm
REBECA,f,0.007,"10,627",1058,1990,http://names.mongabay.com/female_names_alpha.htm
REBECCA,f,0.43,"652,779",34,1990,http://names.mongabay.com/female_names_alpha.htm
REBECKA,f,0.001,"1,518",3201,1990,http://names.mongabay.com/female_names_alpha.htm
REBEKAH,f,0.025,"37,952",525,1990,http://names.mongabay.com/female_names_alpha.htm
REDA,f,0.002,"3,036",2931,1990,http://names.mongabay.com/female_names_alpha.htm
REENA,f,0.001,"1,518",3775,1990,http://names.mongabay.com/female_names_alpha.htm
REFUGIA,f,0.001,"1,518",3300,1990,http://names.mongabay.com/female_names_alpha.htm
REFUGIO,f,0.002,"3,036",2531,1990,http://names.mongabay.com/female_names_alpha.htm
REGAN,f,0.003,"4,554",2091,1990,http://names.mongabay.com/female_names_alpha.htm
REGENA,f,0.002,"3,036",2307,1990,http://names.mongabay.com/female_names_alpha.htm
REGENIA,f,0.002,"3,036",2558,1990,http://names.mongabay.com/female_names_alpha.htm
REGINA,f,0.133,"201,906",168,1990,http://names.mongabay.com/female_names_alpha.htm
REGINE,f,0.001,"1,518",4118,1990,http://names.mongabay.com/female_names_alpha.htm
REGINIA,f,0.001,"1,518",3613,1990,http://names.mongabay.com/female_names_alpha.htm
REIKO,f,0.002,"3,036",3014,1990,http://names.mongabay.com/female_names_alpha.htm
REINA,f,0.006,"9,109",1206,1990,http://names.mongabay.com/female_names_alpha.htm
REITA,f,0.001,"1,518",3857,1990,http://names.mongabay.com/female_names_alpha.htm
REMA,f,0.001,"1,518",3774,1990,http://names.mongabay.com/female_names_alpha.htm
REMEDIOS,f,0.002,"3,036",2636,1990,http://names.mongabay.com/female_names_alpha.htm
REMONA,f,0.001,"1,518",3688,1990,http://names.mongabay.com/female_names_alpha.htm
RENA,f,0.027,"40,988",504,1990,http://names.mongabay.com/female_names_alpha.htm
RENAE,f,0.008,"12,145",1033,1990,http://names.mongabay.com/female_names_alpha.htm
RENATA,f,0.005,"7,590",1383,1990,http://names.mongabay.com/female_names_alpha.htm
RENATE,f,0.005,"7,590",1382,1990,http://names.mongabay.com/female_names_alpha.htm
RENAY,f,0.001,"1,518",3773,1990,http://names.mongabay.com/female_names_alpha.htm
RENDA,f,0.001,"1,518",3856,1990,http://names.mongabay.com/female_names_alpha.htm
RENE,f,0.016,"24,289",674,1990,http://names.mongabay.com/female_names_alpha.htm
RENEA,f,0.003,"4,554",1907,1990,http://names.mongabay.com/female_names_alpha.htm
RENEE,f,0.12,"182,171",182,1990,http://names.mongabay.com/female_names_alpha.htm
RENETTA,f,0.002,"3,036",3013,1990,http://names.mongabay.com/female_names_alpha.htm
RENITA,f,0.006,"9,109",1179,1990,http://names.mongabay.com/female_names_alpha.htm
RENNA,f,0.001,"1,518",4030,1990,http://names.mongabay.com/female_names_alpha.htm
RESSIE,f,0.001,"1,518",3299,1990,http://names.mongabay.com/female_names_alpha.htm
RETA,f,0.006,"9,109",1205,1990,http://names.mongabay.com/female_names_alpha.htm
RETHA,f,0.007,"10,627",1077,1990,http://names.mongabay.com/female_names_alpha.htm
RETTA,f,0.002,"3,036",2191,1990,http://names.mongabay.com/female_names_alpha.htm
REVA,f,0.01,"15,181",870,1990,http://names.mongabay.com/female_names_alpha.htm
REYNA,f,0.009,"13,663",972,1990,http://names.mongabay.com/female_names_alpha.htm
REYNALDA,f,0.001,"1,518",3103,1990,http://names.mongabay.com/female_names_alpha.htm
RHEA,f,0.009,"13,663",960,1990,http://names.mongabay.com/female_names_alpha.htm
RHEBA,f,0.001,"1,518",4029,1990,http://names.mongabay.com/female_names_alpha.htm
RHIANNON,f,0.004,"6,072",1678,1990,http://names.mongabay.com/female_names_alpha.htm
RHODA,f,0.014,"21,253",721,1990,http://names.mongabay.com/female_names_alpha.htm
RHONA,f,0.001,"1,518",3062,1990,http://names.mongabay.com/female_names_alpha.htm
RHONDA,f,0.162,"245,931",137,1990,http://names.mongabay.com/female_names_alpha.htm
RIA,f,0.001,"1,518",4028,1990,http://names.mongabay.com/female_names_alpha.htm
RICARDA,f,0.001,"1,518",3935,1990,http://names.mongabay.com/female_names_alpha.htm
RICHARD,f,0.004,"6,072",1573,1990,http://names.mongabay.com/female_names_alpha.htm
RICHELLE,f,0.005,"7,590",1347,1990,http://names.mongabay.com/female_names_alpha.htm
RICKI,f,0.001,"1,518",3157,1990,http://names.mongabay.com/female_names_alpha.htm
RICKIE,f,0.001,"1,518",3687,1990,http://names.mongabay.com/female_names_alpha.htm
RIKKI,f,0.002,"3,036",2153,1990,http://names.mongabay.com/female_names_alpha.htm
RIMA,f,0.001,"1,518",4027,1990,http://names.mongabay.com/female_names_alpha.htm
RINA,f,0.003,"4,554",1733,1990,http://names.mongabay.com/female_names_alpha.htm
RISA,f,0.002,"3,036",2152,1990,http://names.mongabay.com/female_names_alpha.htm
RITA,f,0.204,"309,691",104,1990,http://names.mongabay.com/female_names_alpha.htm
RIVA,f,0.001,"1,518",3612,1990,http://names.mongabay.com/female_names_alpha.htm
RIVKA,f,0.001,"1,518",3418,1990,http://names.mongabay.com/female_names_alpha.htm
ROBBI,f,0.001,"1,518",3469,1990,http://names.mongabay.com/female_names_alpha.htm
ROBBIE,f,0.017,"25,808",653,1990,http://names.mongabay.com/female_names_alpha.htm
ROBBIN,f,0.007,"10,627",1101,1990,http://names.mongabay.com/female_names_alpha.htm
ROBBYN,f,0.001,"1,518",3855,1990,http://names.mongabay.com/female_names_alpha.htm
ROBENA,f,0.001,"1,518",4206,1990,http://names.mongabay.com/female_names_alpha.htm
ROBERT,f,0.008,"12,145",996,1990,http://names.mongabay.com/female_names_alpha.htm
ROBERTA,f,0.117,"177,617",185,1990,http://names.mongabay.com/female_names_alpha.htm
ROBERTO,f,0.001,"1,518",3468,1990,http://names.mongabay.com/female_names_alpha.htm
ROBIN,f,0.208,"315,763",100,1990,http://names.mongabay.com/female_names_alpha.htm
ROBYN,f,0.039,"59,206",392,1990,http://names.mongabay.com/female_names_alpha.htm
ROCHEL,f,0.001,"1,518",3417,1990,http://names.mongabay.com/female_names_alpha.htm
ROCHELL,f,0.002,"3,036",2897,1990,http://names.mongabay.com/female_names_alpha.htm
ROCHELLE,f,0.032,"48,579",443,1990,http://names.mongabay.com/female_names_alpha.htm
ROCIO,f,0.008,"12,145",1042,1990,http://names.mongabay.com/female_names_alpha.htm
ROLANDA,f,0.003,"4,554",1782,1990,http://names.mongabay.com/female_names_alpha.htm
ROLANDE,f,0.001,"1,518",4117,1990,http://names.mongabay.com/female_names_alpha.htm
ROMA,f,0.005,"7,590",1346,1990,http://names.mongabay.com/female_names_alpha.htm
ROMAINE,f,0.002,"3,036",2576,1990,http://names.mongabay.com/female_names_alpha.htm
ROMANA,f,0.003,"4,554",2073,1990,http://names.mongabay.com/female_names_alpha.htm
ROMELIA,f,0.002,"3,036",2290,1990,http://names.mongabay.com/female_names_alpha.htm
ROMONA,f,0.005,"7,590",1292,1990,http://names.mongabay.com/female_names_alpha.htm
RONA,f,0.004,"6,072",1525,1990,http://names.mongabay.com/female_names_alpha.htm
RONALD,f,0.002,"3,036",2742,1990,http://names.mongabay.com/female_names_alpha.htm
RONDA,f,0.026,"39,470",511,1990,http://names.mongabay.com/female_names_alpha.htm
RONI,f,0.002,"3,036",2135,1990,http://names.mongabay.com/female_names_alpha.htm
RONNA,f,0.003,"4,554",1705,1990,http://names.mongabay.com/female_names_alpha.htm
RONNI,f,0.002,"3,036",2477,1990,http://names.mongabay.com/female_names_alpha.htm
RONNIE,f,0.004,"6,072",1511,1990,http://names.mongabay.com/female_names_alpha.htm
RORY,f,0.001,"1,518",4026,1990,http://names.mongabay.com/female_names_alpha.htm
ROSA,f,0.194,"294,510",112,1990,http://names.mongabay.com/female_names_alpha.htm
ROSALBA,f,0.005,"7,590",1381,1990,http://names.mongabay.com/female_names_alpha.htm
ROSALEE,f,0.007,"10,627",1085,1990,http://names.mongabay.com/female_names_alpha.htm
ROSALIA,f,0.008,"12,145",1055,1990,http://names.mongabay.com/female_names_alpha.htm
ROSALIE,f,0.039,"59,206",395,1990,http://names.mongabay.com/female_names_alpha.htm
ROSALINA,f,0.005,"7,590",1376,1990,http://names.mongabay.com/female_names_alpha.htm
ROSALIND,f,0.018,"27,326",642,1990,http://names.mongabay.com/female_names_alpha.htm
ROSALINDA,f,0.012,"18,217",791,1990,http://names.mongabay.com/female_names_alpha.htm
ROSALINE,f,0.003,"4,554",1989,1990,http://names.mongabay.com/female_names_alpha.htm
ROSALVA,f,0.003,"4,554",1768,1990,http://names.mongabay.com/female_names_alpha.htm
ROSALYN,f,0.014,"21,253",739,1990,http://names.mongabay.com/female_names_alpha.htm
ROSAMARIA,f,0.001,"1,518",3540,1990,http://names.mongabay.com/female_names_alpha.htm
ROSAMOND,f,0.002,"3,036",2306,1990,http://names.mongabay.com/female_names_alpha.htm
ROSANA,f,0.002,"3,036",2557,1990,http://names.mongabay.com/female_names_alpha.htm
ROSANN,f,0.002,"3,036",2603,1990,http://names.mongabay.com/female_names_alpha.htm
ROSANNA,f,0.009,"13,663",927,1990,http://names.mongabay.com/female_names_alpha.htm
ROSANNE,f,0.01,"15,181",883,1990,http://names.mongabay.com/female_names_alpha.htm
ROSARIA,f,0.003,"4,554",1972,1990,http://names.mongabay.com/female_names_alpha.htm
ROSARIO,f,0.02,"30,362",598,1990,http://names.mongabay.com/female_names_alpha.htm
ROSAURA,f,0.003,"4,554",1833,1990,http://names.mongabay.com/female_names_alpha.htm
ROSE,f,0.296,"449,355",65,1990,http://names.mongabay.com/female_names_alpha.htm
ROSEANN,f,0.01,"15,181",867,1990,http://names.mongabay.com/female_names_alpha.htm
ROSEANNA,f,0.004,"6,072",1585,1990,http://names.mongabay.com/female_names_alpha.htm
ROSEANNE,f,0.006,"9,109",1240,1990,http://names.mongabay.com/female_names_alpha.htm
ROSELEE,f,0.001,"1,518",3686,1990,http://names.mongabay.com/female_names_alpha.htm
ROSELIA,f,0.001,"1,518",3772,1990,http://names.mongabay.com/female_names_alpha.htm
ROSELINE,f,0.001,"1,518",3156,1990,http://names.mongabay.com/female_names_alpha.htm
ROSELLA,f,0.01,"15,181",910,1990,http://names.mongabay.com/female_names_alpha.htm
ROSELLE,f,0.001,"1,518",3102,1990,http://names.mongabay.com/female_names_alpha.htm
ROSELYN,f,0.005,"7,590",1398,1990,http://names.mongabay.com/female_names_alpha.htm
ROSEMARIE,f,0.035,"53,133",423,1990,http://names.mongabay.com/female_names_alpha.htm
ROSEMARY,f,0.107,"162,436",204,1990,http://names.mongabay.com/female_names_alpha.htm
ROSENA,f,0.001,"1,518",4025,1990,http://names.mongabay.com/female_names_alpha.htm
ROSENDA,f,0.001,"1,518",4205,1990,http://names.mongabay.com/female_names_alpha.htm
ROSETTA,f,0.022,"33,398",579,1990,http://names.mongabay.com/female_names_alpha.htm
ROSETTE,f,0.001,"1,518",4116,1990,http://names.mongabay.com/female_names_alpha.htm
ROSIA,f,0.002,"3,036",2674,1990,http://names.mongabay.com/female_names_alpha.htm
ROSIE,f,0.055,"83,495",323,1990,http://names.mongabay.com/female_names_alpha.htm
ROSINA,f,0.004,"6,072",1475,1990,http://names.mongabay.com/female_names_alpha.htm
ROSIO,f,0.001,"1,518",3771,1990,http://names.mongabay.com/female_names_alpha.htm
ROSITA,f,0.007,"10,627",1116,1990,http://names.mongabay.com/female_names_alpha.htm
ROSLYN,f,0.011,"16,699",827,1990,http://names.mongabay.com/female_names_alpha.htm
ROSSANA,f,0.001,"1,518",3353,1990,http://names.mongabay.com/female_names_alpha.htm
ROSSIE,f,0.001,"1,518",4024,1990,http://names.mongabay.com/female_names_alpha.htm
ROSY,f,0.001,"1,518",3467,1990,http://names.mongabay.com/female_names_alpha.htm
ROWENA,f,0.009,"13,663",971,1990,http://names.mongabay.com/female_names_alpha.htm
ROXANA,f,0.006,"9,109",1243,1990,http://names.mongabay.com/female_names_alpha.htm
ROXANE,f,0.004,"6,072",1584,1990,http://names.mongabay.com/female_names_alpha.htm
ROXANN,f,0.005,"7,590",1302,1990,http://names.mongabay.com/female_names_alpha.htm
ROXANNA,f,0.006,"9,109",1195,1990,http://names.mongabay.com/female_names_alpha.htm
ROXANNE,f,0.04,"60,724",389,1990,http://names.mongabay.com/female_names_alpha.htm
ROXIE,f,0.011,"16,699",826,1990,http://names.mongabay.com/female_names_alpha.htm
ROXY,f,0.001,"1,518",3061,1990,http://names.mongabay.com/female_names_alpha.htm
ROY,f,0.001,"1,518",3770,1990,http://names.mongabay.com/female_names_alpha.htm
ROYCE,f,0.001,"1,518",3200,1990,http://names.mongabay.com/female_names_alpha.htm
ROZANNE,f,0.001,"1,518",3685,1990,http://names.mongabay.com/female_names_alpha.htm
ROZELLA,f,0.002,"3,036",2816,1990,http://names.mongabay.com/female_names_alpha.htm
RUBI,f,0.001,"1,518",3611,1990,http://names.mongabay.com/female_names_alpha.htm
RUBIE,f,0.002,"3,036",2134,1990,http://names.mongabay.com/female_names_alpha.htm
RUBY,f,0.221,"335,498",90,1990,http://names.mongabay.com/female_names_alpha.htm
RUBYE,f,0.004,"6,072",1491,1990,http://names.mongabay.com/female_names_alpha.htm
RUDY,f,0.002,"3,036",3012,1990,http://names.mongabay.com/female_names_alpha.htm
RUFINA,f,0.003,"4,554",2025,1990,http://names.mongabay.com/female_names_alpha.htm
RUSSELL,f,0.001,"1,518",4204,1990,http://names.mongabay.com/female_names_alpha.htm
RUTH,f,0.562,"853,167",19,1990,http://names.mongabay.com/female_names_alpha.htm
RUTHA,f,0.001,"1,518",3060,1990,http://names.mongabay.com/female_names_alpha.htm
RUTHANN,f,0.004,"6,072",1458,1990,http://names.mongabay.com/female_names_alpha.htm
RUTHANNE,f,0.001,"1,518",3416,1990,http://names.mongabay.com/female_names_alpha.htm
RUTHE,f,0.001,"1,518",3466,1990,http://names.mongabay.com/female_names_alpha.htm
RUTHIE,f,0.014,"21,253",729,1990,http://names.mongabay.com/female_names_alpha.htm
RYAN,f,0.006,"9,109",1229,1990,http://names.mongabay.com/female_names_alpha.htm
RYANN,f,0.001,"1,518",3610,1990,http://names.mongabay.com/female_names_alpha.htm
SABINA,f,0.005,"7,590",1366,1990,http://names.mongabay.com/female_names_alpha.htm
SABINE,f,0.003,"4,554",2072,1990,http://names.mongabay.com/female_names_alpha.htm
SABRA,f,0.003,"4,554",1931,1990,http://names.mongabay.com/female_names_alpha.htm
SABRINA,f,0.057,"86,531",312,1990,http://names.mongabay.com/female_names_alpha.htm
SACHA,f,0.001,"1,518",3199,1990,http://names.mongabay.com/female_names_alpha.htm
SACHIKO,f,0.002,"3,036",2442,1990,http://names.mongabay.com/female_names_alpha.htm
SADE,f,0.003,"4,554",1744,1990,http://names.mongabay.com/female_names_alpha.htm
SADIE,f,0.039,"59,206",399,1990,http://names.mongabay.com/female_names_alpha.htm
SADYE,f,0.001,"1,518",3415,1990,http://names.mongabay.com/female_names_alpha.htm
SAGE,f,0.001,"1,518",3769,1990,http://names.mongabay.com/female_names_alpha.htm
SALENA,f,0.002,"3,036",2476,1990,http://names.mongabay.com/female_names_alpha.htm
SALINA,f,0.004,"6,072",1677,1990,http://names.mongabay.com/female_names_alpha.htm
SALLEY,f,0.001,"1,518",4115,1990,http://names.mongabay.com/female_names_alpha.htm
SALLIE,f,0.024,"36,434",533,1990,http://names.mongabay.com/female_names_alpha.htm
SALLY,f,0.135,"204,942",167,1990,http://names.mongabay.com/female_names_alpha.htm
SALOME,f,0.002,"3,036",2305,1990,http://names.mongabay.com/female_names_alpha.htm
SAM,f,0.002,"3,036",2381,1990,http://names.mongabay.com/female_names_alpha.htm
SAMANTHA,f,0.124,"188,243",177,1990,http://names.mongabay.com/female_names_alpha.htm
SAMARA,f,0.002,"3,036",2441,1990,http://names.mongabay.com/female_names_alpha.htm
SAMATHA,f,0.006,"9,109",1173,1990,http://names.mongabay.com/female_names_alpha.htm
SAMELLA,f,0.001,"1,518",3854,1990,http://names.mongabay.com/female_names_alpha.htm
SAMIRA,f,0.002,"3,036",2930,1990,http://names.mongabay.com/female_names_alpha.htm
SAMMIE,f,0.005,"7,590",1283,1990,http://names.mongabay.com/female_names_alpha.htm
SAMMY,f,0.001,"1,518",3352,1990,http://names.mongabay.com/female_names_alpha.htm
SAMUEL,f,0.001,"1,518",4114,1990,http://names.mongabay.com/female_names_alpha.htm
SANA,f,0.001,"1,518",4113,1990,http://names.mongabay.com/female_names_alpha.htm
SANDA,f,0.001,"1,518",3465,1990,http://names.mongabay.com/female_names_alpha.htm
SANDEE,f,0.001,"1,518",3539,1990,http://names.mongabay.com/female_names_alpha.htm
SANDI,f,0.006,"9,109",1162,1990,http://names.mongabay.com/female_names_alpha.htm
SANDIE,f,0.001,"1,518",3101,1990,http://names.mongabay.com/female_names_alpha.htm
SANDRA,f,0.629,"954,879",16,1990,http://names.mongabay.com/female_names_alpha.htm
SANDY,f,0.055,"83,495",322,1990,http://names.mongabay.com/female_names_alpha.htm
SANG,f,0.002,"3,036",2151,1990,http://names.mongabay.com/female_names_alpha.htm
SANJUANA,f,0.004,"6,072",1531,1990,http://names.mongabay.com/female_names_alpha.htm
SANJUANITA,f,0.004,"6,072",1524,1990,http://names.mongabay.com/female_names_alpha.htm
SANORA,f,0.002,"3,036",2896,1990,http://names.mongabay.com/female_names_alpha.htm
SANTA,f,0.006,"9,109",1224,1990,http://names.mongabay.com/female_names_alpha.htm
SANTANA,f,0.002,"3,036",2504,1990,http://names.mongabay.com/female_names_alpha.htm
SANTINA,f,0.002,"3,036",2673,1990,http://names.mongabay.com/female_names_alpha.htm
