name,m_f,approx_percentage,num_in_us,rank,source_census,source_web
AARON,m,0.24,"350,151",77,1990,http://names.mongabay.com/male_names_alpha.htm
ABDUL,m,0.007,"10,213",831,1990,http://names.mongabay.com/male_names_alpha.htm
ABE,m,0.006,"8,754",854,1990,http://names.mongabay.com/male_names_alpha.htm
ABEL,m,0.019,"27,720",485,1990,http://names.mongabay.com/male_names_alpha.htm
ABRAHAM,m,0.035,"51,064",347,1990,http://names.mongabay.com/male_names_alpha.htm
ABRAM,m,0.005,"7,295",1053,1990,http://names.mongabay.com/male_names_alpha.htm
ADALBERTO,m,0.005,"7,295",1040,1990,http://names.mongabay.com/male_names_alpha.htm
ADAM,m,0.259,"377,871",69,1990,http://names.mongabay.com/male_names_alpha.htm
ADAN,m,0.008,"11,672",752,1990,http://names.mongabay.com/male_names_alpha.htm
ADOLFO,m,0.014,"20,425",567,1990,http://names.mongabay.com/male_names_alpha.htm
ADOLPH,m,0.011,"16,049",642,1990,http://names.mongabay.com/male_names_alpha.htm
ADRIAN,m,0.069,"100,668",227,1990,http://names.mongabay.com/male_names_alpha.htm
AGUSTIN,m,0.015,"21,884",563,1990,http://names.mongabay.com/male_names_alpha.htm
AHMAD,m,0.006,"8,754",885,1990,http://names.mongabay.com/male_names_alpha.htm
AHMED,m,0.005,"7,295",1000,1990,http://names.mongabay.com/male_names_alpha.htm
AL,m,0.023,"33,556",435,1990,http://names.mongabay.com/male_names_alpha.htm
ALAN,m,0.204,"297,628",91,1990,http://names.mongabay.com/male_names_alpha.htm
ALBERT,m,0.314,"458,114",54,1990,http://names.mongabay.com/male_names_alpha.htm
ALBERTO,m,0.053,"77,325",270,1990,http://names.mongabay.com/male_names_alpha.htm
ALDEN,m,0.006,"8,754",889,1990,http://names.mongabay.com/male_names_alpha.htm
ALDO,m,0.007,"10,213",849,1990,http://names.mongabay.com/male_names_alpha.htm
ALEC,m,0.006,"8,754",930,1990,http://names.mongabay.com/male_names_alpha.htm
ALEJANDRO,m,0.043,"62,735",305,1990,http://names.mongabay.com/male_names_alpha.htm
ALEX,m,0.115,"167,781",156,1990,http://names.mongabay.com/male_names_alpha.htm
ALEXANDER,m,0.132,"192,583",141,1990,http://names.mongabay.com/male_names_alpha.htm
ALEXIS,m,0.011,"16,049",641,1990,http://names.mongabay.com/male_names_alpha.htm
ALFONSO,m,0.038,"55,441",331,1990,http://names.mongabay.com/male_names_alpha.htm
ALFONZO,m,0.006,"8,754",911,1990,http://names.mongabay.com/male_names_alpha.htm
ALFRED,m,0.162,"236,352",125,1990,http://names.mongabay.com/male_names_alpha.htm
ALFREDO,m,0.054,"78,784",269,1990,http://names.mongabay.com/male_names_alpha.htm
ALI,m,0.012,"17,508",614,1990,http://names.mongabay.com/male_names_alpha.htm
ALLAN,m,0.061,"88,997",250,1990,http://names.mongabay.com/male_names_alpha.htm
ALLEN,m,0.174,"253,859",114,1990,http://names.mongabay.com/male_names_alpha.htm
ALONSO,m,0.004,"5,836",1219,1990,http://names.mongabay.com/male_names_alpha.htm
ALONZO,m,0.022,"32,097",451,1990,http://names.mongabay.com/male_names_alpha.htm
ALPHONSE,m,0.007,"10,213",824,1990,http://names.mongabay.com/male_names_alpha.htm
ALPHONSO,m,0.011,"16,049",654,1990,http://names.mongabay.com/male_names_alpha.htm
ALTON,m,0.033,"48,146",361,1990,http://names.mongabay.com/male_names_alpha.htm
ALVA,m,0.007,"10,213",793,1990,http://names.mongabay.com/male_names_alpha.htm
ALVARO,m,0.012,"17,508",619,1990,http://names.mongabay.com/male_names_alpha.htm
ALVIN,m,0.105,"153,191",169,1990,http://names.mongabay.com/male_names_alpha.htm
AMADO,m,0.005,"7,295",965,1990,http://names.mongabay.com/male_names_alpha.htm
AMBROSE,m,0.004,"5,836",1096,1990,http://names.mongabay.com/male_names_alpha.htm
AMOS,m,0.02,"29,179",470,1990,http://names.mongabay.com/male_names_alpha.htm
ANDERSON,m,0.007,"10,213",814,1990,http://names.mongabay.com/male_names_alpha.htm
ANDRE,m,0.076,"110,881",217,1990,http://names.mongabay.com/male_names_alpha.htm
ANDREA,m,0.006,"8,754",900,1990,http://names.mongabay.com/male_names_alpha.htm
ANDREAS,m,0.004,"5,836",1110,1990,http://names.mongabay.com/male_names_alpha.htm
ANDRES,m,0.034,"49,605",352,1990,http://names.mongabay.com/male_names_alpha.htm
ANDREW,m,0.537,"783,462",35,1990,http://names.mongabay.com/male_names_alpha.htm
ANDY,m,0.049,"71,489",284,1990,http://names.mongabay.com/male_names_alpha.htm
ANGEL,m,0.082,"119,635",205,1990,http://names.mongabay.com/male_names_alpha.htm
ANGELO,m,0.039,"56,899",326,1990,http://names.mongabay.com/male_names_alpha.htm
ANIBAL,m,0.005,"7,295",959,1990,http://names.mongabay.com/male_names_alpha.htm
ANTHONY,m,0.721,"1,051,911",22,1990,http://names.mongabay.com/male_names_alpha.htm
ANTIONE,m,0.004,"5,836",1155,1990,http://names.mongabay.com/male_names_alpha.htm
ANTOINE,m,0.016,"23,343",536,1990,http://names.mongabay.com/male_names_alpha.htm
ANTON,m,0.013,"18,966",591,1990,http://names.mongabay.com/male_names_alpha.htm
ANTONE,m,0.005,"7,295",990,1990,http://names.mongabay.com/male_names_alpha.htm
ANTONIA,m,0.004,"5,836",1069,1990,http://names.mongabay.com/male_names_alpha.htm
ANTONIO,m,0.19,"277,203",100,1990,http://names.mongabay.com/male_names_alpha.htm
ANTONY,m,0.008,"11,672",791,1990,http://names.mongabay.com/male_names_alpha.htm
ANTWAN,m,0.006,"8,754",888,1990,http://names.mongabay.com/male_names_alpha.htm
ARCHIE,m,0.033,"48,146",362,1990,http://names.mongabay.com/male_names_alpha.htm
ARDEN,m,0.004,"5,836",1080,1990,http://names.mongabay.com/male_names_alpha.htm
ARIEL,m,0.007,"10,213",830,1990,http://names.mongabay.com/male_names_alpha.htm
ARLEN,m,0.004,"5,836",1134,1990,http://names.mongabay.com/male_names_alpha.htm
ARLIE,m,0.004,"5,836",1189,1990,http://names.mongabay.com/male_names_alpha.htm
ARMAND,m,0.012,"17,508",618,1990,http://names.mongabay.com/male_names_alpha.htm
ARMANDO,m,0.058,"84,620",258,1990,http://names.mongabay.com/male_names_alpha.htm
ARNOLD,m,0.072,"105,045",224,1990,http://names.mongabay.com/male_names_alpha.htm
ARNOLDO,m,0.004,"5,836",1181,1990,http://names.mongabay.com/male_names_alpha.htm
ARNULFO,m,0.007,"10,213",843,1990,http://names.mongabay.com/male_names_alpha.htm
ARON,m,0.006,"8,754",864,1990,http://names.mongabay.com/male_names_alpha.htm
ARRON,m,0.008,"11,672",790,1990,http://names.mongabay.com/male_names_alpha.htm
ART,m,0.009,"13,131",710,1990,http://names.mongabay.com/male_names_alpha.htm
ARTHUR,m,0.335,"488,752",48,1990,http://names.mongabay.com/male_names_alpha.htm
ARTURO,m,0.043,"62,735",304,1990,http://names.mongabay.com/male_names_alpha.htm
ASA,m,0.004,"5,836",1133,1990,http://names.mongabay.com/male_names_alpha.htm
ASHLEY,m,0.014,"20,425",584,1990,http://names.mongabay.com/male_names_alpha.htm
AUBREY,m,0.019,"27,720",495,1990,http://names.mongabay.com/male_names_alpha.htm
AUGUST,m,0.015,"21,884",551,1990,http://names.mongabay.com/male_names_alpha.htm
AUGUSTINE,m,0.007,"10,213",806,1990,http://names.mongabay.com/male_names_alpha.htm
AUGUSTUS,m,0.005,"7,295",948,1990,http://names.mongabay.com/male_names_alpha.htm
AURELIO,m,0.009,"13,131",736,1990,http://names.mongabay.com/male_names_alpha.htm
AUSTIN,m,0.044,"64,194",301,1990,http://names.mongabay.com/male_names_alpha.htm
AVERY,m,0.011,"16,049",638,1990,http://names.mongabay.com/male_names_alpha.htm
BARNEY,m,0.009,"13,131",705,1990,http://names.mongabay.com/male_names_alpha.htm
BARRETT,m,0.005,"7,295",1044,1990,http://names.mongabay.com/male_names_alpha.htm
BARRY,m,0.134,"195,501",140,1990,http://names.mongabay.com/male_names_alpha.htm
BART,m,0.014,"20,425",574,1990,http://names.mongabay.com/male_names_alpha.htm
BARTON,m,0.006,"8,754",877,1990,http://names.mongabay.com/male_names_alpha.htm
BASIL,m,0.01,"14,590",668,1990,http://names.mongabay.com/male_names_alpha.htm
BEAU,m,0.009,"13,131",712,1990,http://names.mongabay.com/male_names_alpha.htm
BEN,m,0.078,"113,799",212,1990,http://names.mongabay.com/male_names_alpha.htm
BENEDICT,m,0.004,"5,836",1124,1990,http://names.mongabay.com/male_names_alpha.htm
BENITO,m,0.015,"21,884",556,1990,http://names.mongabay.com/male_names_alpha.htm
BENJAMIN,m,0.27,"393,920",66,1990,http://names.mongabay.com/male_names_alpha.htm
BENNETT,m,0.008,"11,672",785,1990,http://names.mongabay.com/male_names_alpha.htm
BENNIE,m,0.032,"46,687",371,1990,http://names.mongabay.com/male_names_alpha.htm
BENNY,m,0.03,"43,769",382,1990,http://names.mongabay.com/male_names_alpha.htm
BENTON,m,0.004,"5,836",1175,1990,http://names.mongabay.com/male_names_alpha.htm
BERNARD,m,0.127,"185,288",142,1990,http://names.mongabay.com/male_names_alpha.htm
BERNARDO,m,0.01,"14,590",664,1990,http://names.mongabay.com/male_names_alpha.htm
BERNIE,m,0.008,"11,672",757,1990,http://names.mongabay.com/male_names_alpha.htm
BERRY,m,0.006,"8,754",929,1990,http://names.mongabay.com/male_names_alpha.htm
BERT,m,0.022,"32,097",453,1990,http://names.mongabay.com/male_names_alpha.htm
BERTRAM,m,0.005,"7,295",1028,1990,http://names.mongabay.com/male_names_alpha.htm
BILL,m,0.112,"163,404",159,1990,http://names.mongabay.com/male_names_alpha.htm
BILLIE,m,0.017,"24,802",522,1990,http://names.mongabay.com/male_names_alpha.htm
BILLY,m,0.248,"361,822",73,1990,http://names.mongabay.com/male_names_alpha.htm
BLAINE,m,0.015,"21,884",559,1990,http://names.mongabay.com/male_names_alpha.htm
BLAIR,m,0.008,"11,672",748,1990,http://names.mongabay.com/male_names_alpha.htm
BLAKE,m,0.036,"52,523",342,1990,http://names.mongabay.com/male_names_alpha.htm
BO,m,0.005,"7,295",1043,1990,http://names.mongabay.com/male_names_alpha.htm
BOB,m,0.055,"80,243",266,1990,http://names.mongabay.com/male_names_alpha.htm
BOBBIE,m,0.01,"14,590",660,1990,http://names.mongabay.com/male_names_alpha.htm
BOBBY,m,0.223,"325,348",83,1990,http://names.mongabay.com/male_names_alpha.htm
BOOKER,m,0.008,"11,672",770,1990,http://names.mongabay.com/male_names_alpha.htm
BORIS,m,0.006,"8,754",860,1990,http://names.mongabay.com/male_names_alpha.htm
BOYCE,m,0.004,"5,836",1174,1990,http://names.mongabay.com/male_names_alpha.htm
BOYD,m,0.019,"27,720",487,1990,http://names.mongabay.com/male_names_alpha.htm
BRAD,m,0.073,"106,504",219,1990,http://names.mongabay.com/male_names_alpha.htm
BRADFORD,m,0.021,"30,638",467,1990,http://names.mongabay.com/male_names_alpha.htm
BRADLEY,m,0.159,"231,975",128,1990,http://names.mongabay.com/male_names_alpha.htm
BRADLY,m,0.005,"7,295",993,1990,http://names.mongabay.com/male_names_alpha.htm
BRADY,m,0.014,"20,425",571,1990,http://names.mongabay.com/male_names_alpha.htm
BRAIN,m,0.013,"18,966",602,1990,http://names.mongabay.com/male_names_alpha.htm
BRANDEN,m,0.008,"11,672",751,1990,http://names.mongabay.com/male_names_alpha.htm
BRANDON,m,0.26,"379,330",68,1990,http://names.mongabay.com/male_names_alpha.htm
BRANT,m,0.006,"8,754",914,1990,http://names.mongabay.com/male_names_alpha.htm
BRENDAN,m,0.019,"27,720",482,1990,http://names.mongabay.com/male_names_alpha.htm
BRENDON,m,0.005,"7,295",1008,1990,http://names.mongabay.com/male_names_alpha.htm
BRENT,m,0.09,"131,307",195,1990,http://names.mongabay.com/male_names_alpha.htm
BRENTON,m,0.006,"8,754",920,1990,http://names.mongabay.com/male_names_alpha.htm
BRET,m,0.018,"26,261",507,1990,http://names.mongabay.com/male_names_alpha.htm
BRETT,m,0.082,"119,635",204,1990,http://names.mongabay.com/male_names_alpha.htm
BRIAN,m,0.736,"1,073,795",20,1990,http://names.mongabay.com/male_names_alpha.htm
BRICE,m,0.005,"7,295",973,1990,http://names.mongabay.com/male_names_alpha.htm
BRITT,m,0.004,"5,836",1123,1990,http://names.mongabay.com/male_names_alpha.htm
BROCK,m,0.009,"13,131",701,1990,http://names.mongabay.com/male_names_alpha.htm
BRODERICK,m,0.004,"5,836",1218,1990,http://names.mongabay.com/male_names_alpha.htm
BROOKS,m,0.007,"10,213",829,1990,http://names.mongabay.com/male_names_alpha.htm
BRUCE,m,0.263,"383,707",67,1990,http://names.mongabay.com/male_names_alpha.htm
BRUNO,m,0.01,"14,590",697,1990,http://names.mongabay.com/male_names_alpha.htm
BRYAN,m,0.19,"277,203",102,1990,http://names.mongabay.com/male_names_alpha.htm
BRYANT,m,0.026,"37,933",409,1990,http://names.mongabay.com/male_names_alpha.htm
BRYCE,m,0.016,"23,343",535,1990,http://names.mongabay.com/male_names_alpha.htm
BRYON,m,0.012,"17,508",617,1990,http://names.mongabay.com/male_names_alpha.htm
BUCK,m,0.004,"5,836",1205,1990,http://names.mongabay.com/male_names_alpha.htm
BUD,m,0.005,"7,295",951,1990,http://names.mongabay.com/male_names_alpha.htm
BUDDY,m,0.014,"20,425",586,1990,http://names.mongabay.com/male_names_alpha.htm
BUFORD,m,0.008,"11,672",755,1990,http://names.mongabay.com/male_names_alpha.htm
BURL,m,0.005,"7,295",996,1990,http://names.mongabay.com/male_names_alpha.htm
BURT,m,0.006,"8,754",881,1990,http://names.mongabay.com/male_names_alpha.htm
BURTON,m,0.014,"20,425",570,1990,http://names.mongabay.com/male_names_alpha.htm
BUSTER,m,0.004,"5,836",1068,1990,http://names.mongabay.com/male_names_alpha.htm
BYRON,m,0.052,"75,866",275,1990,http://names.mongabay.com/male_names_alpha.htm
CALEB,m,0.023,"33,556",440,1990,http://names.mongabay.com/male_names_alpha.htm
CALVIN,m,0.115,"167,781",155,1990,http://names.mongabay.com/male_names_alpha.htm
CAMERON,m,0.037,"53,982",336,1990,http://names.mongabay.com/male_names_alpha.htm
CAREY,m,0.013,"18,966",598,1990,http://names.mongabay.com/male_names_alpha.htm
CARL,m,0.346,"504,801",47,1990,http://names.mongabay.com/male_names_alpha.htm
CARLO,m,0.009,"13,131",732,1990,http://names.mongabay.com/male_names_alpha.htm
CARLOS,m,0.229,"334,102",81,1990,http://names.mongabay.com/male_names_alpha.htm
CARLTON,m,0.037,"53,982",334,1990,http://names.mongabay.com/male_names_alpha.htm
CARMELO,m,0.009,"13,131",704,1990,http://names.mongabay.com/male_names_alpha.htm
CARMEN,m,0.011,"16,049",651,1990,http://names.mongabay.com/male_names_alpha.htm
CARMINE,m,0.007,"10,213",805,1990,http://names.mongabay.com/male_names_alpha.htm
CAROL,m,0.006,"8,754",919,1990,http://names.mongabay.com/male_names_alpha.htm
CARROL,m,0.004,"5,836",1085,1990,http://names.mongabay.com/male_names_alpha.htm
CARROLL,m,0.026,"37,933",408,1990,http://names.mongabay.com/male_names_alpha.htm
CARSON,m,0.008,"11,672",774,1990,http://names.mongabay.com/male_names_alpha.htm
CARTER,m,0.009,"13,131",741,1990,http://names.mongabay.com/male_names_alpha.htm
CARY,m,0.019,"27,720",492,1990,http://names.mongabay.com/male_names_alpha.htm
CASEY,m,0.054,"78,784",268,1990,http://names.mongabay.com/male_names_alpha.htm
CECIL,m,0.078,"113,799",214,1990,http://names.mongabay.com/male_names_alpha.htm
CEDRIC,m,0.029,"42,310",390,1990,http://names.mongabay.com/male_names_alpha.htm
CEDRICK,m,0.004,"5,836",1188,1990,http://names.mongabay.com/male_names_alpha.htm
CESAR,m,0.034,"49,605",353,1990,http://names.mongabay.com/male_names_alpha.htm
CHAD,m,0.165,"240,729",121,1990,http://names.mongabay.com/male_names_alpha.htm
CHADWICK,m,0.007,"10,213",809,1990,http://names.mongabay.com/male_names_alpha.htm
CHANCE,m,0.007,"10,213",842,1990,http://names.mongabay.com/male_names_alpha.htm
CHANG,m,0.005,"7,295",943,1990,http://names.mongabay.com/male_names_alpha.htm
CHARLES,m,1.523,"2,221,998",8,1990,http://names.mongabay.com/male_names_alpha.htm
CHARLEY,m,0.009,"13,131",727,1990,http://names.mongabay.com/male_names_alpha.htm
CHARLIE,m,0.09,"131,307",197,1990,http://names.mongabay.com/male_names_alpha.htm
CHAS,m,0.004,"5,836",1076,1990,http://names.mongabay.com/male_names_alpha.htm
CHASE,m,0.016,"23,343",542,1990,http://names.mongabay.com/male_names_alpha.htm
CHAUNCEY,m,0.005,"7,295",942,1990,http://names.mongabay.com/male_names_alpha.htm
CHESTER,m,0.078,"113,799",213,1990,http://names.mongabay.com/male_names_alpha.htm
CHET,m,0.005,"7,295",1027,1990,http://names.mongabay.com/male_names_alpha.htm
CHI,m,0.005,"7,295",989,1990,http://names.mongabay.com/male_names_alpha.htm
CHONG,m,0.004,"5,836",1058,1990,http://names.mongabay.com/male_names_alpha.htm
CHRIS,m,0.197,"287,415",96,1990,http://names.mongabay.com/male_names_alpha.htm
CHRISTIAN,m,0.065,"94,832",236,1990,http://names.mongabay.com/male_names_alpha.htm
CHRISTOPER,m,0.006,"8,754",910,1990,http://names.mongabay.com/male_names_alpha.htm
CHRISTOPHER,m,1.035,"1,510,025",11,1990,http://names.mongabay.com/male_names_alpha.htm
CHUCK,m,0.016,"23,343",547,1990,http://names.mongabay.com/male_names_alpha.htm
CHUNG,m,0.005,"7,295",1039,1990,http://names.mongabay.com/male_names_alpha.htm
CLAIR,m,0.008,"11,672",754,1990,http://names.mongabay.com/male_names_alpha.htm
CLARENCE,m,0.197,"287,415",93,1990,http://names.mongabay.com/male_names_alpha.htm
CLARK,m,0.026,"37,933",406,1990,http://names.mongabay.com/male_names_alpha.htm
CLAUD,m,0.004,"5,836",1090,1990,http://names.mongabay.com/male_names_alpha.htm
CLAUDE,m,0.068,"99,209",230,1990,http://names.mongabay.com/male_names_alpha.htm
CLAUDIO,m,0.006,"8,754",925,1990,http://names.mongabay.com/male_names_alpha.htm
CLAY,m,0.021,"30,638",464,1990,http://names.mongabay.com/male_names_alpha.htm
CLAYTON,m,0.06,"87,538",253,1990,http://names.mongabay.com/male_names_alpha.htm
CLEMENT,m,0.01,"14,590",692,1990,http://names.mongabay.com/male_names_alpha.htm
CLEMENTE,m,0.004,"5,836",1079,1990,http://names.mongabay.com/male_names_alpha.htm
CLEO,m,0.009,"13,131",731,1990,http://names.mongabay.com/male_names_alpha.htm
CLETUS,m,0.005,"7,295",1018,1990,http://names.mongabay.com/male_names_alpha.htm
CLEVELAND,m,0.016,"23,343",545,1990,http://names.mongabay.com/male_names_alpha.htm
CLIFF,m,0.012,"17,508",612,1990,http://names.mongabay.com/male_names_alpha.htm
CLIFFORD,m,0.123,"179,452",149,1990,http://names.mongabay.com/male_names_alpha.htm
CLIFTON,m,0.05,"72,948",279,1990,http://names.mongabay.com/male_names_alpha.htm
CLINT,m,0.024,"35,015",426,1990,http://names.mongabay.com/male_names_alpha.htm
CLINTON,m,0.065,"94,832",239,1990,http://names.mongabay.com/male_names_alpha.htm
CLYDE,m,0.095,"138,601",187,1990,http://names.mongabay.com/male_names_alpha.htm
CODY,m,0.063,"91,915",246,1990,http://names.mongabay.com/male_names_alpha.htm
COLBY,m,0.009,"13,131",703,1990,http://names.mongabay.com/male_names_alpha.htm
COLE,m,0.01,"14,590",682,1990,http://names.mongabay.com/male_names_alpha.htm
COLEMAN,m,0.006,"8,754",891,1990,http://names.mongabay.com/male_names_alpha.htm
COLIN,m,0.031,"45,228",378,1990,http://names.mongabay.com/male_names_alpha.htm
COLLIN,m,0.009,"13,131",739,1990,http://names.mongabay.com/male_names_alpha.htm
COLTON,m,0.004,"5,836",1160,1990,http://names.mongabay.com/male_names_alpha.htm
COLUMBUS,m,0.005,"7,295",1026,1990,http://names.mongabay.com/male_names_alpha.htm
CONNIE,m,0.005,"7,295",967,1990,http://names.mongabay.com/male_names_alpha.htm
CONRAD,m,0.022,"32,097",456,1990,http://names.mongabay.com/male_names_alpha.htm
CORDELL,m,0.004,"5,836",1116,1990,http://names.mongabay.com/male_names_alpha.htm
COREY,m,0.098,"142,978",182,1990,http://names.mongabay.com/male_names_alpha.htm
CORNELIUS,m,0.021,"30,638",461,1990,http://names.mongabay.com/male_names_alpha.htm
CORNELL,m,0.008,"11,672",787,1990,http://names.mongabay.com/male_names_alpha.htm
CORTEZ,m,0.004,"5,836",1154,1990,http://names.mongabay.com/male_names_alpha.htm
CORY,m,0.068,"99,209",229,1990,http://names.mongabay.com/male_names_alpha.htm
COURTNEY,m,0.019,"27,720",488,1990,http://names.mongabay.com/male_names_alpha.htm
COY,m,0.01,"14,590",693,1990,http://names.mongabay.com/male_names_alpha.htm
CRAIG,m,0.206,"300,546",90,1990,http://names.mongabay.com/male_names_alpha.htm
CRISTOBAL,m,0.004,"5,836",1095,1990,http://names.mongabay.com/male_names_alpha.htm
CRISTOPHER,m,0.004,"5,836",1153,1990,http://names.mongabay.com/male_names_alpha.htm
CRUZ,m,0.009,"13,131",724,1990,http://names.mongabay.com/male_names_alpha.htm
CURT,m,0.015,"21,884",561,1990,http://names.mongabay.com/male_names_alpha.htm
CURTIS,m,0.18,"262,613",112,1990,http://names.mongabay.com/male_names_alpha.htm
CYRIL,m,0.007,"10,213",797,1990,http://names.mongabay.com/male_names_alpha.htm
CYRUS,m,0.007,"10,213",796,1990,http://names.mongabay.com/male_names_alpha.htm
DALE,m,0.184,"268,449",109,1990,http://names.mongabay.com/male_names_alpha.htm
DALLAS,m,0.024,"35,015",424,1990,http://names.mongabay.com/male_names_alpha.htm
DALTON,m,0.008,"11,672",765,1990,http://names.mongabay.com/male_names_alpha.htm
DAMIAN,m,0.016,"23,343",548,1990,http://names.mongabay.com/male_names_alpha.htm
DAMIEN,m,0.014,"20,425",578,1990,http://names.mongabay.com/male_names_alpha.htm
DAMION,m,0.005,"7,295",988,1990,http://names.mongabay.com/male_names_alpha.htm
DAMON,m,0.034,"49,605",357,1990,http://names.mongabay.com/male_names_alpha.htm
DAN,m,0.101,"147,355",179,1990,http://names.mongabay.com/male_names_alpha.htm
DANA,m,0.042,"61,276",314,1990,http://names.mongabay.com/male_names_alpha.htm
DANE,m,0.012,"17,508",621,1990,http://names.mongabay.com/male_names_alpha.htm
DANIAL,m,0.008,"11,672",747,1990,http://names.mongabay.com/male_names_alpha.htm
DANIEL,m,0.974,"1,421,028",12,1990,http://names.mongabay.com/male_names_alpha.htm
DANILO,m,0.004,"5,836",1089,1990,http://names.mongabay.com/male_names_alpha.htm
DANNIE,m,0.005,"7,295",956,1990,http://names.mongabay.com/male_names_alpha.htm
DANNY,m,0.19,"277,203",101,1990,http://names.mongabay.com/male_names_alpha.htm
DANTE,m,0.01,"14,590",691,1990,http://names.mongabay.com/male_names_alpha.htm
DARELL,m,0.004,"5,836",1217,1990,http://names.mongabay.com/male_names_alpha.htm
DAREN,m,0.008,"11,672",777,1990,http://names.mongabay.com/male_names_alpha.htm
DARIN,m,0.02,"29,179",469,1990,http://names.mongabay.com/male_names_alpha.htm
DARIO,m,0.005,"7,295",976,1990,http://names.mongabay.com/male_names_alpha.htm
DARIUS,m,0.013,"18,966",606,1990,http://names.mongabay.com/male_names_alpha.htm
DARNELL,m,0.02,"29,179",476,1990,http://names.mongabay.com/male_names_alpha.htm
DARON,m,0.004,"5,836",1057,1990,http://names.mongabay.com/male_names_alpha.htm
DARREL,m,0.022,"32,097",447,1990,http://names.mongabay.com/male_names_alpha.htm
DARRELL,m,0.108,"157,568",165,1990,http://names.mongabay.com/male_names_alpha.htm
DARREN,m,0.064,"93,374",243,1990,http://names.mongabay.com/male_names_alpha.htm
DARRICK,m,0.005,"7,295",1012,1990,http://names.mongabay.com/male_names_alpha.htm
DARRIN,m,0.019,"27,720",480,1990,http://names.mongabay.com/male_names_alpha.htm
DARRON,m,0.004,"5,836",1067,1990,http://names.mongabay.com/male_names_alpha.htm
DARRYL,m,0.067,"97,750",232,1990,http://names.mongabay.com/male_names_alpha.htm
DARWIN,m,0.014,"20,425",583,1990,http://names.mongabay.com/male_names_alpha.htm
DARYL,m,0.05,"72,948",281,1990,http://names.mongabay.com/male_names_alpha.htm
DAVE,m,0.053,"77,325",271,1990,http://names.mongabay.com/male_names_alpha.htm
DAVID,m,2.363,"3,447,525",6,1990,http://names.mongabay.com/male_names_alpha.htm
DAVIS,m,0.01,"14,590",684,1990,http://names.mongabay.com/male_names_alpha.htm
DEAN,m,0.104,"151,732",173,1990,http://names.mongabay.com/male_names_alpha.htm
DEANDRE,m,0.006,"8,754",896,1990,http://names.mongabay.com/male_names_alpha.htm
DEANGELO,m,0.004,"5,836",1144,1990,http://names.mongabay.com/male_names_alpha.htm
DEE,m,0.005,"7,295",978,1990,http://names.mongabay.com/male_names_alpha.htm
DEL,m,0.004,"5,836",1122,1990,http://names.mongabay.com/male_names_alpha.htm
DELBERT,m,0.031,"45,228",377,1990,http://names.mongabay.com/male_names_alpha.htm
DELMAR,m,0.009,"13,131",717,1990,http://names.mongabay.com/male_names_alpha.htm
DELMER,m,0.005,"7,295",975,1990,http://names.mongabay.com/male_names_alpha.htm
DEMARCUS,m,0.005,"7,295",1017,1990,http://names.mongabay.com/male_names_alpha.htm
DEMETRIUS,m,0.017,"24,802",527,1990,http://names.mongabay.com/male_names_alpha.htm
DENIS,m,0.014,"20,425",577,1990,http://names.mongabay.com/male_names_alpha.htm
DENNIS,m,0.415,"605,469",40,1990,http://names.mongabay.com/male_names_alpha.htm
DENNY,m,0.01,"14,590",683,1990,http://names.mongabay.com/male_names_alpha.htm
DENVER,m,0.009,"13,131",740,1990,http://names.mongabay.com/male_names_alpha.htm
DEON,m,0.006,"8,754",909,1990,http://names.mongabay.com/male_names_alpha.htm
DEREK,m,0.112,"163,404",163,1990,http://names.mongabay.com/male_names_alpha.htm
DERICK,m,0.011,"16,049",647,1990,http://names.mongabay.com/male_names_alpha.htm
DERRICK,m,0.103,"150,273",178,1990,http://names.mongabay.com/male_names_alpha.htm
DESHAWN,m,0.004,"5,836",1084,1990,http://names.mongabay.com/male_names_alpha.htm
DESMOND,m,0.014,"20,425",581,1990,http://names.mongabay.com/male_names_alpha.htm
DEVIN,m,0.028,"40,851",395,1990,http://names.mongabay.com/male_names_alpha.htm
DEVON,m,0.014,"20,425",566,1990,http://names.mongabay.com/male_names_alpha.htm
DEWAYNE,m,0.018,"26,261",502,1990,http://names.mongabay.com/male_names_alpha.htm
DEWEY,m,0.023,"33,556",434,1990,http://names.mongabay.com/male_names_alpha.htm
DEWITT,m,0.006,"8,754",918,1990,http://names.mongabay.com/male_names_alpha.htm
DEXTER,m,0.021,"30,638",466,1990,http://names.mongabay.com/male_names_alpha.htm
DICK,m,0.009,"13,131",721,1990,http://names.mongabay.com/male_names_alpha.htm
DIEGO,m,0.011,"16,049",640,1990,http://names.mongabay.com/male_names_alpha.htm
DILLON,m,0.005,"7,295",964,1990,http://names.mongabay.com/male_names_alpha.htm
DINO,m,0.006,"8,754",893,1990,http://names.mongabay.com/male_names_alpha.htm
DION,m,0.01,"14,590",690,1990,http://names.mongabay.com/male_names_alpha.htm
DIRK,m,0.008,"11,672",750,1990,http://names.mongabay.com/male_names_alpha.htm
DOMENIC,m,0.004,"5,836",1066,1990,http://names.mongabay.com/male_names_alpha.htm
DOMINGO,m,0.019,"27,720",493,1990,http://names.mongabay.com/male_names_alpha.htm
DOMINIC,m,0.032,"46,687",374,1990,http://names.mongabay.com/male_names_alpha.htm
DOMINICK,m,0.019,"27,720",486,1990,http://names.mongabay.com/male_names_alpha.htm
DOMINIQUE,m,0.008,"11,672",768,1990,http://names.mongabay.com/male_names_alpha.htm
